formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
2	C40H55O2	[M + H]+	C40H56O2+	Terpenoids	1.000	Carotenoids (C40)	0.984	Carotenoids (C40, β-β)	0.581	Lipids and lipid-like molecules	0.988	Prenol lipids	0.995	Tetraterpenoids	0.838	Carotenoids	0.851	Xanthophylls	0.867	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	568.425	177	2.945	731529271831205903	731529084891073211	731529084891073211_UNKNOWN_M568T177_1_POS	
1	C19H32O3	[M + H]+	C19H33O3+	Fatty acids	0.985	Octadecanoids	0.771	Other Octadecanoids	0.751	Lipids and lipid-like molecules	0.953	Fatty Acyls	0.938	Lineolic acids and derivatives	0.605			Lineolic acids and derivatives	0.605	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Carbonyl compounds; Long-chain fatty acids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	309.242	178	2.973	731529129598159711	731529083515341343	731529083515341343_UNKNOWN_M309T178_POS	
1	C22H32O4	[M + H]+	C22H33O4+	Terpenoids	0.721	Diterpenoids	0.433	Labdane diterpenoids	0.058	Lipids and lipid-like molecules	0.700	Prenol lipids	0.533					Prenol lipids	0.533	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	361.240	179	2.988	731529139454774239	731529084039629399	731529084039629399_UNKNOWN_M361T190_POS	
1	C29H48O3	[M + H]+	C29H49O3+	Terpenoids	1.000	Meroterpenoids	1.000	Prenyl quinone meroterpenoids	1.000	Lipids and lipid-like molecules	0.921	Prenol lipids	0.927	Quinone and hydroquinone lipids	0.995	Vitamin E compounds	0.998	Tocopherols	0.793	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Tocopherols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Carbonyl compounds; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	445.367	180	2.993	731529232396359479	731529084710718115	731529084710718115_UNKNOWN_M445T180_POS	
1	C21H22O5	[M + H]+	C21H23O5+	Shikimates and Phenylpropanoids	0.867	Coumarins	0.589	Furocoumarins	0.473	Organoheterocyclic compounds	0.984	Benzopyrans	0.931	1-benzopyrans	0.934	Chromones	0.656	Chromones	0.656	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Chromones; Coumarins and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Coumarans; Organic oxygen compounds; Chemical entities	355.152	180	2.999	731529230878021385	731529083917994571	731529083917994571_UNKNOWN_M355T197_POS	
2	C16H22N2O7	[M + H]+	C16H23N2O7+	Carbohydrates	0.877	Nucleosides	0.892	Pyrimidine nucleosides	0.945	Organoheterocyclic compounds	0.825	Diazines	0.696	Pyrimidines and pyrimidine derivatives	0.735	Pyrimidones	0.726	Pyrimidones	0.726	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Carboxylic acid derivatives; Carboxylic acid esters; Diazines; Secondary alcohols; Carbonyl compounds; Hydropyrimidines; Benzene and substituted derivatives; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	355.152	180	2.999	731529230878021386	731529083917994571	731529083917994571_UNKNOWN_M355T197_POS	
3	C16H28O6	[M + K]+	C16H28KO6+	Terpenoids	0.795	Sesquiterpenoids	0.449	Bisabolane sesquiterpenoids	0.148	Lipids and lipid-like molecules	0.641							Lipids and lipid-like molecules	0.641	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	355.152	180	2.999	731529230878021387	731529083917994571	731529083917994571_UNKNOWN_M355T197_POS	
4	C15H27ClO7	[M + H]+	C15H28ClO7+	Polyketides	0.662	Chromanes	0.421	Azaphilones	0.234	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Alcohols and polyols	0.856	Tertiary alcohols	0.663	Tertiary alcohols	0.663	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Halohydrins; Chlorohydrins; Alkyl halides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	355.152	180	2.999	731529230878021388	731529083917994571	731529083917994571_UNKNOWN_M355T197_POS	
5	C16H23ClN4O3	[M + H]+	C16H24ClN4O3+	Alkaloids	0.399	Oligopeptides	0.065	Imidazole alkaloids	0.033	Benzenoids	0.401	Benzene and substituted derivatives	0.615	Halobenzenes	0.560			Halobenzenes	0.560	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl chlorides; Organochlorides; Benzene and substituted derivatives; Amines; Aryl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	355.152	180	2.999	731529230878021389	731529083917994571	731529083917994571_UNKNOWN_M355T197_POS	
6	C13H26N2O7S	[M + H]+	C13H27N2O7S+	Amino acids and Peptides	0.259	Histidine alkaloids	0.211	Imidazole alkaloids	0.216	Lipids and lipid-like molecules	0.512							Lipids and lipid-like molecules	0.512	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	355.152	180	2.999	731529230878021390	731529083917994571	731529083917994571_UNKNOWN_M355T197_POS	
1	C40H54O2	[M + H]+	C40H55O2+	Terpenoids	1.000	Carotenoids (C40)	0.985	Carotenoids (C40, β-β)	0.513	Lipids and lipid-like molecules	0.991	Prenol lipids	0.997	Tetraterpenoids	0.806	Carotenoids	0.815	Xanthophylls	0.828	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carotenoids; Xanthophylls; Tetraterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	567.418	181	3.011	731529267376855039	731529084861713079	731529084861713079_UNKNOWN_M567T177_POS	
2	C35H54N2O4	[M + H]+	C35H55N2O4+	Terpenoids	0.467	Pseudoalkaloids (transamidation)	0.342	Steroidal alkaloids	0.113	Lipids and lipid-like molecules	0.926	Steroids and steroid derivatives	0.703					Steroids and steroid derivatives	0.703	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	567.418	181	3.011	731529267376855040	731529084861713079	731529084861713079_UNKNOWN_M567T177_POS	
1	C22H33NO6	[M + H]+	C22H34NO6+	Amino acids and Peptides	0.805	Linear polyketides	0.625	Open-chain polyketides	0.360	Lipids and lipid-like molecules	0.708	Fatty Acyls	0.613	Fatty acids and conjugates	0.542			Fatty acids and conjugates	0.542	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	408.240	181	3.012	731529140759202833	731529084509391495	731529084509391495_UNKNOWN_M408T197_POS	
1	C22H33NO6	[M + H]+	C22H34NO6+	Amino acids and Peptides	0.805	Linear polyketides	0.625	Open-chain polyketides	0.360	Lipids and lipid-like molecules	0.708	Fatty Acyls	0.613	Fatty acids and conjugates	0.542			Fatty acids and conjugates	0.542	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	408.240	181	3.012	731529142273346624	731529084467448451	731529084467448451_UNKNOWN_M408T179_POS	
1	C19H36O2	[M + H]+	C19H37O2+	Fatty acids	0.998	Fatty esters	0.997	Wax monoesters	0.993	Lipids and lipid-like molecules	0.989	Fatty Acyls	0.992	Fatty acid esters	0.978	Fatty acid methyl esters	0.902	Fatty acid methyl esters	0.902	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	297.278	181	3.024	731529215350707568	731529083267877379	731529083267877379_UNKNOWN_M297T179_POS	
1	C21H36N4O3	[M + H]+	C21H37N4O3+	Amino acids and Peptides	0.303	Small peptides	0.330	Dipeptides	0.065	Organic acids and derivatives	0.976	Carboxylic acids and derivatives	0.946	Amino acids, peptides, and analogues	0.864	Amino acids and derivatives	0.859	Amino acids and derivatives	0.859	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	393.285	182	3.040	731529127467453263	731529084396145275	731529084396145275_UNKNOWN_M393T184_POS	
1	C21H36N4O3	[M + H]+	C21H37N4O3+	Amino acids and Peptides	0.303	Small peptides	0.330	Dipeptides	0.065	Organic acids and derivatives	0.976	Carboxylic acids and derivatives	0.946	Amino acids, peptides, and analogues	0.864	Amino acids and derivatives	0.859	Amino acids and derivatives	0.859	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	393.285	182	3.040	731529223823201856	731529084362590839	731529084362590839_UNKNOWN_M393T319_POS	
1	C29H48O4	[M + H]+	C29H49O4+	Terpenoids	1.000	Meroterpenoids	0.999	Prenyl quinone meroterpenoids	1.000	Lipids and lipid-like molecules	0.977	Prenol lipids	0.954	Quinone and hydroquinone lipids	0.994	Vitamin E compounds	0.999	Tocopherols	0.760	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Tocopherols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Carbonyl compounds; Benzenoids; 1-benzopyrans; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	461.361	183	3.046	731529146249546922	731529084769438379	731529084769438379_UNKNOWN_M461T184_POS	
1	C29H46O2	[M + H]+	C29H47O2+	Terpenoids	1.000	Meroterpenoids	1.000	Prenyl quinone meroterpenoids	1.000	Lipids and lipid-like molecules	0.962	Prenol lipids	0.966	Quinone and hydroquinone lipids	0.996	Vitamin E compounds	0.998	Tocopherols	0.831	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Tocopherols; Ethers; Prenol lipids; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Benzenoids; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	427.356	183	3.051	731529139362499535	731529084656192155	731529084656192155_UNKNOWN_M427T277_POS	
1	C29H46O2	[M + H]+	C29H47O2+	Terpenoids	1.000	Meroterpenoids	1.000	Prenyl quinone meroterpenoids	1.000	Lipids and lipid-like molecules	0.962	Prenol lipids	0.966	Quinone and hydroquinone lipids	0.996	Vitamin E compounds	0.998	Tocopherols	0.831	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Tocopherols; Ethers; Prenol lipids; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Benzenoids; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	427.356	183	3.051	731529143439363171	731529084626832023	731529084626832023_UNKNOWN_M427T182_POS	
1	C11H12N4O5S	[M + K]+	C11H12KN4O5S+	Alkaloids	0.838	Guanidine alkaloids	0.311	Tricyclic guanidine alkaloids	0.620	Organic acids and derivatives	0.978	Organic sulfuric acids and derivatives	0.970	Arylsulfates	0.504			Arylsulfates	0.504	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Diazines; Sulfuric acid esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Arylsulfates; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	351.016	183	3.052	731529150146055437	731529083880245831	731529083880245831_UNKNOWN_M351T177_POS	
2	C15H10O8S	[M + H]+	C15H11O8S+	Shikimates and Phenylpropanoids	0.973	Flavonoids	0.418	Flavonols	0.390	Phenylpropanoids and polyketides	0.696	Isoflavonoids	0.573					Isoflavonoids	0.573	Organic compounds; Organoheterocyclic compounds; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Benzene and substituted derivatives; Benzenoids; Isoflavonoids; Sulfuric acid esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Arylsulfates; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	351.016	183	3.052	731529150146055439	731529083880245831	731529083880245831_UNKNOWN_M351T177_POS	
3	C12H13ClNO7S	[M + H]+	C12H14ClNO7S+	Amino acids and Peptides	0.605	Small peptides	0.142	Tricyclic guanidine alkaloids	0.153	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.917	Amino acids, peptides, and analogues	0.550	Amino acids and derivatives	0.550	Alpha amino acids and derivatives	0.524	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic sulfuric acids and derivatives; Aryl chlorides; Chlorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	351.016	183	3.052	731529150146055438	731529083880245831	731529083880245831_UNKNOWN_M351T177_POS	
