formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
2	C25H41N5O2	[M + H]+	C25H42N5O2+	Alkaloids	0.902	Pseudoalkaloids (transamidation)	0.520	Purine alkaloids	0.173	Benzenoids	0.998	Benzene and substituted derivatives	0.992	Phenylpropanes	0.539			Phenylpropanes	0.539	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Benzylamines; Phenylpropanes; Imidolactams; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	444.332	184	3.066	731532653044802602	731532503689825271	731532503689825271_UNKNOWN_M444T188_POS	
1	C4H7N3	[M + H]+	C4H8N3+	Alkaloids	0.955	Histidine alkaloids	0.672	Imidazole alkaloids	0.672	Organoheterocyclic compounds	0.994	Azoles	0.672					Azoles	0.672	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azoles; Amines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	98.071	184	3.068	731532620903849292	731532487696942131	731532487696942131_UNKNOWN_M98T162_POS	
1	C22H41NO5	[M + H]+	C22H42NO5+	Alkaloids	0.930	Tyrosine alkaloids	0.820	Phenylethylamines	0.788	Benzenoids	0.985	Phenol ethers	0.605					Phenol ethers	0.605	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Alkanolamines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	400.306	186	3.095	731532564230410280	731532503236840375	731532503236840375_UNKNOWN_M400T186_POS	
1	C22H41NO5	[M + H]+	C22H42NO5+	Alkaloids	0.930	Tyrosine alkaloids	0.820	Phenylethylamines	0.788	Benzenoids	0.985	Phenol ethers	0.605					Phenol ethers	0.605	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Alkanolamines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	400.306	186	3.095	731532639023243492	731532503295560639	731532503295560639_UNKNOWN_M400T253_POS	
1	C22H41NO5	[M + H]+	C22H42NO5+	Alkaloids	0.930	Tyrosine alkaloids	0.820	Phenylethylamines	0.788	Benzenoids	0.985	Phenol ethers	0.605					Phenol ethers	0.605	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Alkanolamines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	400.306	186	3.095	731532648577868706	731532503266200507	731532503266200507_UNKNOWN_M400T265_POS	
1	C6H9N3	[M + H]+	C6H10N3+	Alkaloids	0.956	Nicotinic acid alkaloids	0.211	Pyridine alkaloids	0.207	Organoheterocyclic compounds	0.999	Diazines	0.924	Pyrimidines and pyrimidine derivatives	0.896	Aminopyrimidines and derivatives	0.834	Aminopyrimidines and derivatives	0.834	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	124.087	186	3.100	731532555627892485	731532491945772527	731532491945772527_UNKNOWN_M124T301_POS	
1	C6H9N3	[M + H]+	C6H10N3+	Alkaloids	0.956	Nicotinic acid alkaloids	0.211	Pyridine alkaloids	0.207	Organoheterocyclic compounds	0.999	Diazines	0.924	Pyrimidines and pyrimidine derivatives	0.896	Aminopyrimidines and derivatives	0.834	Aminopyrimidines and derivatives	0.834	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	124.087	186	3.100	731532648393319325	731532491983521267	731532491983521267_UNKNOWN_M124T142_POS	
1	C24H49N7O6	[M + H]+	C24H50N7O6+	Amino acids and Peptides	0.695	Oligopeptides	0.839	Cyclic peptides	0.133	Benzenoids	0.941	Phenol ethers	0.543					Phenol ethers	0.543	Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532.385	187	3.115	731532553736261300	731532504662903935	731532504662903935_UNKNOWN_M532T336_POS	
2	C28H53NO8	[M + H]+	C28H54NO8+	Polyketides	0.505	Linear polyketides	0.130	Open-chain polyketides	0.136	Benzenoids	0.952	Benzene and substituted derivatives	0.904	Phenylpropanes	0.623			Phenylpropanes	0.623	Organic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532.385	187	3.115	731532553736261301	731532504662903935	731532504662903935_UNKNOWN_M532T336_POS	
3	C29H55N3O3	[M + K]+	C29H55KN3O3+	Alkaloids	0.588	Pseudoalkaloids (transamidation)	0.038	Pyrrole alkaloids	0.015	Benzenoids	0.998	Benzene and substituted derivatives	0.990	Phenylpropanes	0.987			Phenylpropanes	0.987	Organic compounds; Phenols; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532.385	187	3.115	731532553736261303	731532504662903935	731532504662903935_UNKNOWN_M532T336_POS	
4	C27H51N5O4	[M + Na]+	C27H51N5NaO4+	Alkaloids	0.707	Pseudoalkaloids (transamidation)	0.156	Phenylethylamines	0.038	Benzenoids	0.992	Benzene and substituted derivatives	0.984	Phenylpropanes	0.890			Phenylpropanes	0.890	Organic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Phenylpropanes; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532.385	187	3.115	731532553736261302	731532504662903935	731532504662903935_UNKNOWN_M532T336_POS	
5	C32H51N3O2	[M + Na]+	C32H51N3NaO2+	Alkaloids	0.839	Proline alkaloids	0.164	Pyrrole alkaloids	0.168	Benzenoids	0.999	Benzene and substituted derivatives	0.987	Phenylpropanes	0.984			Phenylpropanes	0.984	Organic compounds; Organoheterocyclic compounds; Phenols; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Phenylpropanes; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532.385	187	3.115	731532553736261304	731532504662903935	731532504662903935_UNKNOWN_M532T336_POS	
1	C24H49N7O6	[M + H]+	C24H50N7O6+	Amino acids and Peptides	0.695	Oligopeptides	0.839	Cyclic peptides	0.133	Benzenoids	0.941	Phenol ethers	0.543					Phenol ethers	0.543	Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532.385	187	3.115	731532563005673424	731532504633543803	731532504633543803_UNKNOWN_M532T195_POS	
2	C28H53NO8	[M + H]+	C28H54NO8+	Polyketides	0.505	Linear polyketides	0.130	Open-chain polyketides	0.136	Benzenoids	0.952	Benzene and substituted derivatives	0.904	Phenylpropanes	0.623			Phenylpropanes	0.623	Organic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532.385	187	3.115	731532563005673425	731532504633543803	731532504633543803_UNKNOWN_M532T195_POS	
3	C27H51N5O4	[M + Na]+	C27H51N5NaO4+	Alkaloids	0.707	Pseudoalkaloids (transamidation)	0.156	Phenylethylamines	0.038	Benzenoids	0.992	Benzene and substituted derivatives	0.984	Phenylpropanes	0.890			Phenylpropanes	0.890	Organic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Phenylpropanes; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532.385	187	3.115	731532563005673426	731532504633543803	731532504633543803_UNKNOWN_M532T195_POS	
4	C29H55N3O3	[M + K]+	C29H55KN3O3+	Alkaloids	0.588	Pseudoalkaloids (transamidation)	0.038	Pyrrole alkaloids	0.015	Benzenoids	0.998	Benzene and substituted derivatives	0.990	Phenylpropanes	0.987			Phenylpropanes	0.987	Organic compounds; Phenols; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532.385	187	3.115	731532563005673427	731532504633543803	731532504633543803_UNKNOWN_M532T195_POS	
5	C32H51N3O2	[M + Na]+	C32H51N3NaO2+	Alkaloids	0.839	Proline alkaloids	0.164	Pyrrole alkaloids	0.168	Benzenoids	0.999	Benzene and substituted derivatives	0.987	Phenylpropanes	0.984			Phenylpropanes	0.984	Organic compounds; Organoheterocyclic compounds; Phenols; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Phenylpropanes; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532.385	187	3.115	731532563005673428	731532504633543803	731532504633543803_UNKNOWN_M532T195_POS	
1	C26H49NO7	[M + H]+	C26H50NO7+	Terpenoids	0.577	Sesquiterpenoids	0.196	Open-chain polyketides	0.323	Benzenoids	0.829	Phenol ethers	0.503					Phenol ethers	0.503	Organic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	488.358	187	3.119	731532552394083937	731532503907929111	731532503907929111_UNKNOWN_M488T334_POS	
1	C26H49NO7	[M + H]+	C26H50NO7+	Terpenoids	0.577	Sesquiterpenoids	0.196	Open-chain polyketides	0.323	Benzenoids	0.829	Phenol ethers	0.503					Phenol ethers	0.503	Organic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	488.358	187	3.119	731532652747006988	731532503937289243	731532503937289243_UNKNOWN_M488T189_POS	
1	C9H18N2S	[M + H]+	C9H19N2S+	Terpenoids	0.281	Histidine alkaloids	0.057	Imidazole alkaloids	0.057	Organosulfur compounds	0.991	Thioureas	0.722					Thioureas	0.722	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Thioureas; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	187.126	187	3.119	731532545196658155	731532499793316311	731532499793316311_UNKNOWN_M187T182_POS	
1	C9H18N2S	[M + H]+	C9H19N2S+	Terpenoids	0.281	Histidine alkaloids	0.057	Imidazole alkaloids	0.057	Organosulfur compounds	0.991	Thioureas	0.722					Thioureas	0.722	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Thioureas; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	187.126	187	3.119	731532646514271020	731532499763956179	731532499763956179_UNKNOWN_M187T212_POS	
1	C8H7NO	[M + H]+	C8H8NO+	Alkaloids	0.950	Tryptophan alkaloids	0.775	Simple oxindole alkaloids	0.434	Benzenoids	0.956							Benzenoids	0.956	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	134.060	187	3.121	731532647076307790	731532493774489283	731532493774489283_UNKNOWN_M134T188_POS	
2	C5H8FNO2	[M + H]+	C5H9FNO2+	Amino acids and Peptides	0.729	Small peptides	0.746	Halogenated fatty acids	0.917	Organic acids and derivatives	0.826	Carboxylic acids and derivatives	0.812					Carboxylic acids and derivatives	0.812	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	134.060	187	3.121	731532647076307791	731532493774489283	731532493774489283_UNKNOWN_M134T188_POS	
1	C22H37NO2	[M + H]+	C22H38NO2+	Fatty acids	0.971	Fatty amides	0.886	N-acyl ethanolamines (endocannabinoids)	0.338	Lipids and lipid-like molecules	0.790	Fatty Acyls	0.748	Fatty amides	0.725	N-acyl amines	0.614	N-acyl amines	0.614	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	348.291	188	3.130	731532550481481281	731532502863547271	731532502863547271_UNKNOWN_M348T187_POS	
1	C6H10O6	[M + H]+	C6H11O6+	Carbohydrates	0.831	Saccharides	0.816	Monosaccharides	0.771	Organic acids and derivatives	0.725	Hydroxy acids and derivatives	0.636					Hydroxy acids and derivatives	0.636	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	179.055	189	3.142	731532567229337740	731532499097061751	731532499097061751_UNKNOWN_M179T194_POS	
1	C24H33NO6	[M + H]+	C24H34NO6+	Amino acids and Peptides	0.298	Pseudoalkaloids (transamidation)	0.455	Cytochalasan alkaloids	0.303	Lipids and lipid-like molecules	0.573							Lipids and lipid-like molecules	0.573	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	432.238	189	3.145	731532563735482352	731532503501081563	731532503501081563_UNKNOWN_M432T339_POS	
